date;topic;temp;lat;lng
2019-10-03-17-07-39;TempGPS;17.312;524.344;132.832
2019-10-03-17-07-55;TempGPS;17.312;524.345;132.834
2019-10-03-17-07-57;TempGPS;17.312;524.345;132.835
2019-10-03-17-08-04;TempGPS;17.312;524.346;132.836
2019-10-03-17-08-07;TempGPS;17.312;524.346;132.837
2019-10-03-17-08-10;TempGPS;17.312;524.346;132.838
2019-10-03-17-08-13;TempGPS;17.312;524.346;132.838
2019-10-03-17-08-21;TempGPS;17.312;524.347;13.284
2019-10-03-17-08-24;TempGPS;17.25;524.347;132.841
2019-10-03-17-08-28;TempGPS;17.25;524.347;132.841
2019-10-03-17-08-30;TempGPS;17.25;524.348;132.841
2019-10-03-17-08-32;TempGPS;17.187;524.348;132.841
2019-10-03-17-08-55;TempGPS;17.187;524.348;132.842
2019-10-03-17-08-57;TempGPS;17.187;524.348;132.842
2019-10-03-17-09-38;TempGPS;17;52.435;13.284
2019-10-03-17-10-05;TempGPS;16.937;52.435;132.839
2019-10-03-17-10-17;TempGPS;17;524.348;13.284
2019-10-03-17-10-19;TempGPS;17;524.348;13.284
2019-10-03-17-10-27;TempGPS;17;524.348;13.284
2019-10-03-17-10-33;TempGPS;17;524.348;13.284
2019-10-03-17-10-35;TempGPS;17.062;524.348;13.284
2019-10-03-17-10-56;TempGPS;15.812;524.348;13.284
2019-10-03-17-10-58;TempGPS;18;524.347;13.284
2019-10-03-17-11-29;TempGPS;17.687;524.348;132.839
2019-10-03-17-11-34;TempGPS;17.687;524.348;132.839
2019-10-03-17-11-41;TempGPS;18.062;524.348;132.839
2019-10-03-17-11-44;TempGPS;18.187;524.348;132.839
2019-10-03-17-11-46;TempGPS;17.875;524.348;132.839
2019-10-03-17-12-05;TempGPS;18;524.348;13.284
2019-10-03-17-12-07;TempGPS;18.5;524.348;13.284
2019-10-03-17-12-28;TempGPS;18.062;524.348;13.284
2019-10-03-17-12-30;TempGPS;18.125;524.348;13.284
2019-10-03-17-12-34;TempGPS;18.062;524.348;13.284
